ZoneSubzone,SS_NoSpace,Species,Suitability
BWBSmw,BWBSmw/110,Pl,2
BWBSmw,BWBSmw/110,Sb,3
BWBSmw,BWBSmw/111,Acb,1
BWBSmw,BWBSmw/111,Sw,1
BWBSmw,BWBSmw/111,Pl,2
BWBSmw,BWBSmw/112,Acb,1
BWBSmw,BWBSmw/112,Sw,2
BWBSwk1,BWBSwk1/101,Pl,1
BWBSwk1,BWBSwk1/101,Sw,1
BWBSwk1,BWBSwk1/101,At,3
BWBSwk1,BWBSwk1/102,Pl,1
BWBSwk1,BWBSwk1/102,Sw,3
BWBSwk1,BWBSwk1/103,Sw,2
BWBSwk1,BWBSwk1/103,At,3
BWBSwk1,BWBSwk1/103,Pl,1
BWBSwk1,BWBSwk1/104,At,3
BWBSwk1,BWBSwk1/104,Pl,1
BWBSwk1,BWBSwk1/104,Sb,3
BWBSwk1,BWBSwk1/104,Sw,3
BWBSwk1,BWBSwk1/110,Acb,1
BWBSwk1,BWBSwk1/110,Sw,1
BWBSwk1,BWBSwk1/110,Pl,2
BWBSwk1,BWBSwk1/111,Sb,1
BWBSwk1,BWBSwk1/111,Lt,2
BWBSwk1,BWBSwk1/111,Sw,1
BWBSwk1,BWBSwk1/111,Pl,1
BWBSwk2,BWBSwk2/101,At,3
BWBSwk2,BWBSwk2/101,Pl,1
BWBSwk2,BWBSwk2/101,Sw,1
BWBSwk2,BWBSwk2/102,Pl,1
BWBSwk2,BWBSwk2/102,Sw,3
BWBSwk2,BWBSwk2/103,At,3
BWBSwk2,BWBSwk2/103,Sw,3
BWBSwk2,BWBSwk2/103,Sb,3
BWBSwk2,BWBSwk2/103,Pl,1
BWBSwk2,BWBSwk2/104,Pl,1
BWBSwk2,BWBSwk2/104,At,3
BWBSwk2,BWBSwk2/104,Sw,2
BWBSwk2,BWBSwk2/110,At,3
BWBSwk2,BWBSwk2/110,Pl,2
BWBSwk2,BWBSwk2/110,Ep,3
BWBSwk2,BWBSwk2/110,Acb,1
BWBSwk2,BWBSwk2/110,Sw,1
BWBSwk2,BWBSwk2/111,Sw,1
BWBSwk2,BWBSwk2/111,Acb,1
BWBSwk2,BWBSwk2/111,Pl,2
BWBSwk3,BWBSwk3/101,At,3
BWBSwk3,BWBSwk3/101,Acb,3
BWBSwk3,BWBSwk3/101,Pl,1
BWBSwk3,BWBSwk3/101,Sw,1
BWBSwk3,BWBSwk3/101,Bl,2
BWBSwk3,BWBSwk3/101,Sb,2
BWBSwk3,BWBSwk3/102,Sb,2
BWBSwk3,BWBSwk3/102,Sw,2
BWBSwk3,BWBSwk3/102,Bl,3
BWBSwk3,BWBSwk3/102,Pl,1
BWBSwk3,BWBSwk3/102,At,3
BWBSwk3,BWBSwk3/103,Pl,1
BWBSwk3,BWBSwk3/103,Sb,1
BWBSwk3,BWBSwk3/103,Sw,2
BWBSwk3,BWBSwk3/103,Bl,3
BWBSwk3,BWBSwk3/103,At,3
BWBSwk3,BWBSwk3/110,Acb,3
BWBSwk3,BWBSwk3/110,Pl,3
BWBSwk3,BWBSwk3/110,Sb,2
BWBSwk3,BWBSwk3/110,Lt,2
BWBSwk3,BWBSwk3/110,Bl,1
BWBSwk3,BWBSwk3/110,Sx,1
BWBSwk3,BWBSwk3/111,Pl,2
BWBSwk3,BWBSwk3/111,Acb,3
BWBSwk3,BWBSwk3/111,Lt,2
BWBSwk3,BWBSwk3/111,Sb,1
BGxh1,BGxh1/01,NS,1
BGxh1,BGxh1/01,NS,1
BGxh1,BGxh1/01,NS,1
BGxh1,BGxh1/01,NS,1
BGxh1,BGxh1/02,NS,1
BGxh1,BGxh1/02,NS,1
BGxh1,BGxh1/02,NS,1
BGxh1,BGxh1/02,NS,1
BGxh1,BGxh1/03,NS,1
BGxh1,BGxh1/03,NS,1
BGxh1,BGxh1/03,NS,1
BGxh1,BGxh1/03,NS,1
BGxh1,BGxh1/04,Py,1
BGxh1,BGxh1/04,Fd,2
BGxh1,BGxh1/05,At,3
BGxh1,BGxh1/05,Py,1
BGxh1,BGxh1/05,Fd,2
BGxh1,BGxh1/06,Act,3
BGxh1,BGxh1/06,At,3
BGxh1,BGxh1/06,Ep,3
BGxh1,BGxh1/06,Fd,1
BGxh1,BGxh1/06,Py,1
BGxh1,BGxh1/07,Act,3
BGxh1,BGxh1/07,At,3
BGxh1,BGxh1/07,Ep,3
BGxh1,BGxh1/07,Pl,1
BGxh1,BGxh1/07,Sx,1
BGxh1,BGxh1/07,Fd,2
BGxh1,BGxh1/07,Py,2
BGxh2,BGxh2/01,NS,1
BGxh2,BGxh2/01,NS,1
BGxh2,BGxh2/01,NS,1
BGxh2,BGxh2/01,NS,1
BGxh2,BGxh2/02,NS,1
BGxh2,BGxh2/02,NS,1
BGxh2,BGxh2/02,NS,1
BGxh2,BGxh2/02,NS,1
BGxh2,BGxh2/03,Py,2
BGxh2,BGxh2/04,Py,2
BGxh2,BGxh2/04,Fd,3
BGxh2,BGxh2/05,NS,1
BGxh2,BGxh2/05,NS,1
BGxh2,BGxh2/05,NS,1
BGxh2,BGxh2/05,NS,1
BGxh2,BGxh2/06,NS,1
BGxh2,BGxh2/06,NS,1
BGxh2,BGxh2/06,NS,1
BGxh2,BGxh2/06,NS,1
BGxh2,BGxh2/07,Act,3
BGxh2,BGxh2/07,At,3
BGxh2,BGxh2/07,Ep,3
BGxh2,BGxh2/07,Fd,2
BGxh2,BGxh2/07,Py,2
BGxh2,BGxh2/07,Sx,3
BGxh2,BGxh2/08,NS,1
BGxh2,BGxh2/08,NS,1
BGxh2,BGxh2/08,NS,1
BGxh2,BGxh2/08,NS,1
BGxw1,BGxw1/03,Fd,3
BGxw1,BGxw1/04,NS,1
BGxw1,BGxw1/04,NS,1
BGxw1,BGxw1/04,NS,1
BGxw1,BGxw1/04,NS,1
BGxw1,BGxw1/05,Py,2
BGxw1,BGxw1/05,Fd,3
BGxw1,BGxw1/06,NS,1
BGxw1,BGxw1/06,NS,1
BGxw1,BGxw1/06,NS,1
BGxw1,BGxw1/06,NS,1
BGxw1,BGxw1/07,NS,1
BGxw1,BGxw1/07,NS,1
BGxw1,BGxw1/07,NS,1
BGxw1,BGxw1/07,NS,1
BGxw1,BGxw1/08,At,3
BGxw1,BGxw1/08,Fd,3
BGxw1,BGxw1/09,NS,1
BGxw1,BGxw1/09,NS,1
BGxw1,BGxw1/09,NS,1
BGxw1,BGxw1/09,NS,1
BGxw1,BGxw1/01,NS,1
BGxw1,BGxw1/01,NS,1
BGxw1,BGxw1/01,NS,1
BGxw1,BGxw1/01,NS,1
BGxw1,BGxw1/02,NS,1
BGxw1,BGxw1/02,NS,1
BGxw1,BGxw1/02,NS,1
BGxw1,BGxw1/02,NS,1
BGxw1,BGxw1/03,Py,2
BWBSdk,BWBSdk/112,Sw,2
BWBSdk,BWBSdk/112,Acb,1
BWBSdk,BWBSdk/103,At,3
BWBSdk,BWBSdk/110,At,3
BWBSdk,BWBSdk/110,Acb,3
BWBSdk,BWBSdk/104,Bl,3
BWBSdk,BWBSdk/104,Sw,1
BWBSdk,BWBSdk/104,Sb,1
BWBSdk,BWBSdk/104,Pl,1
BWBSdk,BWBSdk/104,At,3
BWBSdk,BWBSdk/103,Sb,3
BWBSdk,BWBSdk/103,Bl,2
BWBSdk,BWBSdk/103,Sw,1
BWBSdk,BWBSdk/110,Sw,1
BWBSdk,BWBSdk/103,Ep,3
BWBSdk,BWBSdk/110,Pl,2
BWBSdk,BWBSdk/102,Sw,3
BWBSdk,BWBSdk/102,Sb,3
BWBSdk,BWBSdk/102,Bl,3
BWBSdk,BWBSdk/102,Pl,1
BWBSdk,BWBSdk/102,At,3
BWBSdk,BWBSdk/101,Sb,3
BWBSdk,BWBSdk/101,Bl,2
BWBSdk,BWBSdk/101,Sw,1
BWBSdk,BWBSdk/101,Pl,1
BWBSdk,BWBSdk/101,Ep,3
BWBSdk,BWBSdk/101,At,3
BWBSdk,BWBSdk/101,Acb,3
BWBSdk,BWBSdk/103,Pl,1
BWBSdk,BWBSdk/110,Ep,3
BWBSdk,BWBSdk/111,Sb,3
BWBSdk,BWBSdk/111,Bl,3
BWBSdk,BWBSdk/111,Pl,2
BWBSdk,BWBSdk/111,Sw,1
BWBSdk,BWBSdk/111,Ep,3
BWBSdk,BWBSdk/111,At,3
BWBSdk,BWBSdk/111,Acb,1
BWBSdk,BWBSdk/110,Sb,3
BWBSdk,BWBSdk/110,Bl,3
BWBSmk,BWBSmk/101,Ep,3
BWBSmk,BWBSmk/101,At,3
BWBSmk,BWBSmk/101,Acb,1
BWBSmk,BWBSmk/111,Sb,3
BWBSmk,BWBSmk/104,Lt,2
BWBSmk,BWBSmk/101,Sw,1
BWBSmk,BWBSmk/101,Sb,3
BWBSmk,BWBSmk/102,At,3
BWBSmk,BWBSmk/102,Pl,1
BWBSmk,BWBSmk/102,Sb,3
BWBSmk,BWBSmk/102,Sw,3
BWBSmk,BWBSmk/103,At,3
BWBSmk,BWBSmk/103,Ep,3
BWBSmk,BWBSmk/103,Pl,1
BWBSmk,BWBSmk/103,Sw,1
BWBSmk,BWBSmk/104,At,3
BWBSmk,BWBSmk/104,Pl,1
BWBSmk,BWBSmk/104,Sw,1
BWBSmk,BWBSmk/110,Acb,1
BWBSmk,BWBSmk/110,At,3
BWBSmk,BWBSmk/110,Sw,1
BWBSmk,BWBSmk/110,Sb,3
BWBSmk,BWBSmk/111,Acb,1
BWBSmk,BWBSmk/111,At,3
BWBSmk,BWBSmk/111,Ep,3
BWBSmk,BWBSmk/111,Sw,1
BWBSmk,BWBSmk/111,Pl,2
BWBSmk,BWBSmk/110,Pl,2
BWBSmk,BWBSmk/104,Sb,1
BWBSmk,BWBSmk/112,Sw,2
BWBSmk,BWBSmk/112,Acb,1
BWBSmk,BWBSmk/110,Ep,3
BWBSmk,BWBSmk/101,Pl,1
BWBSmw,BWBSmw/104,Sw,3
BWBSmw,BWBSmw/101,Ep,3
BWBSmw,BWBSmw/101,Pl,1
BWBSmw,BWBSmw/101,Sw,1
BWBSmw,BWBSmw/101,Sb,3
BWBSmw,BWBSmw/102,At,3
BWBSmw,BWBSmw/102,Pl,1
BWBSmw,BWBSmw/102,Sw,3
BWBSmw,BWBSmw/103,At,3
BWBSmw,BWBSmw/103,Pl,1
BWBSmw,BWBSmw/103,Sw,2
BWBSmw,BWBSmw/104,At,3
BWBSmw,BWBSmw/104,Sb,3
BWBSmw,BWBSmw/110,Acb,3
BWBSmw,BWBSmw/110,At,3
BWBSmw,BWBSmw/110,Ep,3
BWBSmw,BWBSmw/110,Sw,1
BWBSmw,BWBSmw/110,Pl,2
BWBSmw,BWBSmw/110,Sb,3
BWBSmw,BWBSmw/111,Acb,1
BWBSmw,BWBSmw/111,Sw,1
BWBSmw,BWBSmw/111,Pl,2
BWBSmw,BWBSmw/112,Acb,1
BWBSmw,BWBSmw/112,Sw,2
BWBSmw,BWBSmw/104,Pl,1
BWBSmw,BWBSmw/101,At,3
BWBSmw,BWBSmw/101,Acb,1
BWBSwk1,BWBSwk1/111,Sb,1
BWBSwk1,BWBSwk1/103,Sw,2
BWBSwk1,BWBSwk1/104,At,3
BWBSwk1,BWBSwk1/104,Pl,1
BWBSwk1,BWBSwk1/104,Sb,3
BWBSwk1,BWBSwk1/104,Sw,3
BWBSwk1,BWBSwk1/110,Acb,1
BWBSwk1,BWBSwk1/110,Sw,1
BWBSwk1,BWBSwk1/111,Pl,1
BWBSwk1,BWBSwk1/111,Sw,1
BWBSwk1,BWBSwk1/111,Lt,2
BWBSwk1,BWBSwk1/110,Pl,2
BWBSwk1,BWBSwk1/101,Pl,1
BWBSwk1,BWBSwk1/101,At,3
BWBSwk1,BWBSwk1/101,Sw,1
BWBSwk1,BWBSwk1/102,Sw,3
BWBSwk1,BWBSwk1/102,Pl,1
BWBSwk1,BWBSwk1/103,Pl,1
BWBSwk1,BWBSwk1/103,At,3
BWBSwk2,BWBSwk2/104,At,3
BWBSwk2,BWBSwk2/104,Pl,1
BWBSwk2,BWBSwk2/104,Sw,2
BWBSwk2,BWBSwk2/110,Acb,1
BWBSwk2,BWBSwk2/110,At,3
BWBSwk2,BWBSwk2/110,Ep,3
BWBSwk2,BWBSwk2/110,Sw,1
BWBSwk2,BWBSwk2/110,Pl,2
BWBSwk2,BWBSwk2/111,Acb,1
BWBSwk2,BWBSwk2/111,Sw,1
BWBSwk2,BWBSwk2/103,Sb,3
BWBSwk2,BWBSwk2/103,Pl,1
BWBSwk2,BWBSwk2/111,Pl,2
BWBSwk2,BWBSwk2/103,Sw,3
BWBSwk2,BWBSwk2/101,At,3
BWBSwk2,BWBSwk2/101,Pl,1
BWBSwk2,BWBSwk2/101,Sw,1
BWBSwk2,BWBSwk2/102,Pl,1
BWBSwk2,BWBSwk2/102,Sw,3
BWBSwk2,BWBSwk2/103,At,3
BWBSwk3,BWBSwk3/101,At,3
BWBSwk3,BWBSwk3/102,Bl,3
BWBSwk3,BWBSwk3/101,Acb,3
BWBSwk3,BWBSwk3/101,Pl,1
BWBSwk3,BWBSwk3/101,Sw,1
BWBSwk3,BWBSwk3/101,Bl,2
BWBSwk3,BWBSwk3/101,Sb,2
BWBSwk3,BWBSwk3/102,At,3
BWBSwk3,BWBSwk3/102,Sb,2
BWBSwk3,BWBSwk3/103,At,3
BWBSwk3,BWBSwk3/102,Sw,2
BWBSwk3,BWBSwk3/111,Pl,2
BWBSwk3,BWBSwk3/103,Pl,1
BWBSwk3,BWBSwk3/103,Sb,1
BWBSwk3,BWBSwk3/103,Sw,2
BWBSwk3,BWBSwk3/103,Bl,3
BWBSwk3,BWBSwk3/110,Acb,3
BWBSwk3,BWBSwk3/110,Bl,1
BWBSwk3,BWBSwk3/110,Sx,1
BWBSwk3,BWBSwk3/110,Lt,2
BWBSwk3,BWBSwk3/110,Sb,2
BWBSwk3,BWBSwk3/110,Pl,3
BWBSwk3,BWBSwk3/111,Acb,3
BWBSwk3,BWBSwk3/111,Lt,2
BWBSwk3,BWBSwk3/111,Sb,1
BWBSwk3,BWBSwk3/102,Pl,1
CDFmm,CDFmm/09,Act,3
CDFmm,CDFmm/09,Dr,3
CDFmm,CDFmm/09,Mb,3
CDFmm,CDFmm/01,Dr,3
CDFmm,CDFmm/01,Mb,3
CDFmm,CDFmm/01,Qg,3
CDFmm,CDFmm/01,Ra,2
CDFmm,CDFmm/01,Fd,1
CDFmm,CDFmm/01,Pl,2
CDFmm,CDFmm/01,Bg,3
CDFmm,CDFmm/01,Cw,3
CDFmm,CDFmm/02,Qg,3
CDFmm,CDFmm/02,Ra,2
CDFmm,CDFmm/02,Fd,1
CDFmm,CDFmm/02,Pl,2
CDFmm,CDFmm/03,Qg,3
CDFmm,CDFmm/03,Ra,2
CDFmm,CDFmm/03,Fd,1
CDFmm,CDFmm/03,Pl,2
CDFmm,CDFmm/04,Act,3
CDFmm,CDFmm/04,Dr,3
CDFmm,CDFmm/04,Mb,3
CDFmm,CDFmm/04,Qg,3
CDFmm,CDFmm/04,Fd,1
CDFmm,CDFmm/04,Bg,3
CDFmm,CDFmm/04,Cw,3
CDFmm,CDFmm/05,Act,3
CDFmm,CDFmm/05,Dr,2
CDFmm,CDFmm/05,Mb,3
CDFmm,CDFmm/05,Qg,3
CDFmm,CDFmm/05,Ra,2
CDFmm,CDFmm/05,Fd,1
CDFmm,CDFmm/05,Cw,3
CDFmm,CDFmm/06,Act,2
CDFmm,CDFmm/06,Dr,2
CDFmm,CDFmm/06,Mb,3
CDFmm,CDFmm/06,Qg,3
CDFmm,CDFmm/06,Ra,2
CDFmm,CDFmm/06,Bg,1
CDFmm,CDFmm/06,Cw,1
CDFmm,CDFmm/06,Fd,1
CDFmm,CDFmm/07,Act,2
CDFmm,CDFmm/07,Dr,2
CDFmm,CDFmm/07,Mb,3
CDFmm,CDFmm/07,Qg,3
CDFmm,CDFmm/07,Ra,2
CDFmm,CDFmm/07,Bg,1
CDFmm,CDFmm/07,Cw,1
CDFmm,CDFmm/07,Fd,1
CDFmm,CDFmm/08,Act,2
CDFmm,CDFmm/08,Dr,2
CDFmm,CDFmm/08,Mb,3
CDFmm,CDFmm/08,Qg,3
CDFmm,CDFmm/08,Ra,2
CDFmm,CDFmm/08,Bg,2
CDFmm,CDFmm/08,Cw,2
CDFmm,CDFmm/10,Pl,1
CDFmm,CDFmm/10,Cw,3
CDFmm,CDFmm/11,Act,3
CDFmm,CDFmm/11,Dr,3
CDFmm,CDFmm/11,Mb,3
CDFmm,CDFmm/11,Cw,1
CDFmm,CDFmm/12,Act,3
CDFmm,CDFmm/12,Dr,3
CDFmm,CDFmm/12,Mb,2
CDFmm,CDFmm/12,Bg,1
CDFmm,CDFmm/12,Cw,1
CDFmm,CDFmm/12,Fd,1
CDFmm,CDFmm/13,Act,2
CDFmm,CDFmm/13,Dr,2
CDFmm,CDFmm/13,Mb,2
CDFmm,CDFmm/13,Bg,1
CDFmm,CDFmm/13,Cw,1
CDFmm,CDFmm/13,Fd,2
CDFmm,CDFmm/14,Act,3
CDFmm,CDFmm/14,Dr,3
CDFmm,CDFmm/14,Mb,3
CDFmm,CDFmm/14,Cw,1
CDFmm,CDFmm/14,Bg,2
CWHdm,CWHdm/10,Act,3
CWHdm,CWHdm/10,Dr,3
CWHdm,CWHdm/10,Ep,3
CWHdm,CWHdm/10,Mb,3
CWHdm,CWHdm/01,Act,3
CWHdm,CWHdm/01,Dr,2
CWHdm,CWHdm/01,Ep,2
CWHdm,CWHdm/01,Mb,3
CWHdm,CWHdm/01,Ra,2
CWHdm,CWHdm/01,Fd,1
CWHdm,CWHdm/01,Hw,2
CWHdm,CWHdm/01,Cw,3
CWHdm,CWHdm/01,Pw,3
CWHdm,CWHdm/02,Mb,3
CWHdm,CWHdm/02,Qg,3
CWHdm,CWHdm/02,Ra,2
CWHdm,CWHdm/02,Pl,1
CWHdm,CWHdm/02,Fd,2
CWHdm,CWHdm/03,Act,3
CWHdm,CWHdm/03,Dr,3
CWHdm,CWHdm/03,Ep,3
CWHdm,CWHdm/03,Mb,3
CWHdm,CWHdm/03,Ra,2
CWHdm,CWHdm/03,Fd,1
CWHdm,CWHdm/03,Cw,3
CWHdm,CWHdm/03,Hw,3
CWHdm,CWHdm/03,Lw,3
CWHdm,CWHdm/04,Act,3
CWHdm,CWHdm/04,Dr,3
CWHdm,CWHdm/04,Ep,3
CWHdm,CWHdm/04,Mb,3
CWHdm,CWHdm/04,Qg,3
CWHdm,CWHdm/04,Ra,2
CWHdm,CWHdm/04,Fd,1
CWHdm,CWHdm/04,Cw,3
CWHdm,CWHdm/04,Lw,3
CWHdm,CWHdm/04,Pw,3
CWHdm,CWHdm/05,Act,2
CWHdm,CWHdm/05,Dr,2
CWHdm,CWHdm/05,Ep,2
CWHdm,CWHdm/05,Mb,3
CWHdm,CWHdm/05,Cw,1
CWHdm,CWHdm/05,Fd,1
CWHdm,CWHdm/05,Hw,3
CWHdm,CWHdm/05,Pw,3
CWHdm,CWHdm/05,Bg,3
CWHdm,CWHdm/06,Act,3
CWHdm,CWHdm/06,Dr,2
CWHdm,CWHdm/06,Ep,2
CWHdm,CWHdm/06,Mb,3
CWHdm,CWHdm/06,Cw,1
CWHdm,CWHdm/06,Hw,1
CWHdm,CWHdm/06,Fd,3
CWHdm,CWHdm/07,Act,2
CWHdm,CWHdm/07,Dr,2
CWHdm,CWHdm/07,Ep,2
CWHdm,CWHdm/07,Mb,2
CWHdm,CWHdm/07,Bg,1
CWHdm,CWHdm/07,Cw,1
CWHdm,CWHdm/07,Fd,1
CWHdm,CWHdm/07,Hw,3
CWHdm,CWHdm/08,Act,3
CWHdm,CWHdm/08,Dr,2
CWHdm,CWHdm/08,Ep,2
CWHdm,CWHdm/08,Mb,2
CWHdm,CWHdm/08,Bg,1
CWHdm,CWHdm/08,Cw,1
CWHdm,CWHdm/09,Act,2
CWHdm,CWHdm/09,Dr,2
CWHdm,CWHdm/09,Ep,2
CWHdm,CWHdm/09,Mb,2
CWHdm,CWHdm/09,Bg,2
CWHdm,CWHdm/09,Cw,2
CWHdm,CWHdm/11,Pl,1
CWHdm,CWHdm/11,Cw,3
CWHdm,CWHdm/12,Act,3
CWHdm,CWHdm/12,Dr,3
CWHdm,CWHdm/12,Ep,3
CWHdm,CWHdm/12,Mb,3
CWHdm,CWHdm/12,Cw,1
CWHdm,CWHdm/12,Hw,3
CWHdm,CWHdm/12,Pw,3
CWHdm,CWHdm/12,Ss,3
CWHdm,CWHdm/13,Act,2
CWHdm,CWHdm/13,Dr,2
CWHdm,CWHdm/13,Ep,2
CWHdm,CWHdm/13,Mb,2
CWHdm,CWHdm/13,Bg,1
CWHdm,CWHdm/13,Cw,1
CWHdm,CWHdm/13,Fd,2
CWHdm,CWHdm/14,Act,2
CWHdm,CWHdm/14,Dr,2
CWHdm,CWHdm/14,Ep,2
CWHdm,CWHdm/14,Mb,2
CWHdm,CWHdm/14,Bg,1
CWHdm,CWHdm/14,Cw,1
CWHdm,CWHdm/15,Act,3
CWHdm,CWHdm/15,Dr,3
CWHdm,CWHdm/15,Ep,3
CWHdm,CWHdm/15,Mb,3
CWHdm,CWHdm/15,Cw,1
CWHdm,CWHdm/01,Lw,3
CWHdm,CWHdm/04,Lw,3
CWHds1,CWHds1/10,Act,3
CWHds1,CWHds1/10,Dr,3
CWHds1,CWHds1/10,Ep,3
CWHds1,CWHds1/10,Mb,3
CWHds1,CWHds1/01,Act,3
CWHds1,CWHds1/01,Dr,2
CWHds1,CWHds1/01,Ep,3
CWHds1,CWHds1/01,Mb,3
CWHds1,CWHds1/01,Fd,1
CWHds1,CWHds1/01,Cw,3
CWHds1,CWHds1/01,Hw,3
CWHds1,CWHds1/01,Pw,3
CWHds1,CWHds1/02,Pl,1
CWHds1,CWHds1/02,Fd,2
CWHds1,CWHds1/03,Act,3
CWHds1,CWHds1/03,Dr,3
CWHds1,CWHds1/03,Ep,3
CWHds1,CWHds1/03,Mb,3
CWHds1,CWHds1/03,Fd,1
CWHds1,CWHds1/03,Pl,2
CWHds1,CWHds1/03,Py,2
CWHds1,CWHds1/03,Cw,3
CWHds1,CWHds1/03,Hw,3
CWHds1,CWHds1/04,Act,3
CWHds1,CWHds1/04,Dr,3
CWHds1,CWHds1/04,Ep,3
CWHds1,CWHds1/04,Mb,2
CWHds1,CWHds1/04,Fd,1
CWHds1,CWHds1/04,Cw,3
CWHds1,CWHds1/04,Pw,3
CWHds1,CWHds1/04,Py,3
CWHds1,CWHds1/05,Act,2
CWHds1,CWHds1/05,Dr,2
CWHds1,CWHds1/05,Ep,3
CWHds1,CWHds1/05,Mb,2
CWHds1,CWHds1/05,Fd,1
CWHds1,CWHds1/05,Se,2
CWHds1,CWHds1/05,Bp,3
CWHds1,CWHds1/05,Cw,3
CWHds1,CWHds1/05,Hw,3
CWHds1,CWHds1/05,Pw,3
CWHds1,CWHds1/06,Act,3
CWHds1,CWHds1/06,Dr,2
CWHds1,CWHds1/06,Ep,3
CWHds1,CWHds1/06,Mb,3
CWHds1,CWHds1/06,Hw,1
CWHds1,CWHds1/06,Fd,2
CWHds1,CWHds1/06,Cw,3
CWHds1,CWHds1/07,Act,2
CWHds1,CWHds1/07,Bp,3
CWHds1,CWHds1/07,Dr,2
CWHds1,CWHds1/07,Ep,3
CWHds1,CWHds1/07,Mb,2
CWHds1,CWHds1/07,Bg,1
CWHds1,CWHds1/07,Cw,1
CWHds1,CWHds1/07,Fd,1
CWHds1,CWHds1/07,Hw,3
CWHds1,CWHds1/08,Act,2
CWHds1,CWHds1/08,Dr,2
CWHds1,CWHds1/08,Ep,3
CWHds1,CWHds1/08,Mb,2
CWHds1,CWHds1/08,Bg,1
CWHds1,CWHds1/08,Cw,1
CWHds1,CWHds1/08,Ss,1
CWHds1,CWHds1/09,Act,2
CWHds1,CWHds1/09,Dr,3
CWHds1,CWHds1/09,Ep,3
CWHds1,CWHds1/09,Mb,2
CWHds1,CWHds1/09,Bg,2
CWHds1,CWHds1/09,Cw,2
CWHds1,CWHds1/11,Pl,1
CWHds1,CWHds1/11,Cw,3
CWHds1,CWHds1/12,Act,3
CWHds1,CWHds1/12,Dr,3
CWHds1,CWHds1/12,Ep,3
CWHds1,CWHds1/12,Mb,3
CWHds1,CWHds1/12,Cw,1
CWHds1,CWHds1/12,Pl,3
CWHds2,CWHds2/10,Act,3
CWHds2,CWHds2/10,Dr,3
CWHds2,CWHds2/10,Ep,3
CWHds2,CWHds2/10,Mb,3
CWHds2,CWHds2/01,Act,3
CWHds2,CWHds2/01,Dr,3
CWHds2,CWHds2/01,Ep,3
CWHds2,CWHds2/01,Mb,3
CWHds2,CWHds2/01,Fd,1
CWHds2,CWHds2/01,Hw,2
CWHds2,CWHds2/01,Cw,3
CWHds2,CWHds2/02,Pl,1
CWHds2,CWHds2/02,Fd,3
CWHds2,CWHds2/03,Act,3
CWHds2,CWHds2/03,Dr,3
CWHds2,CWHds2/03,Ep,3
CWHds2,CWHds2/03,Mb,3
CWHds2,CWHds2/03,Fd,1
CWHds2,CWHds2/03,Pl,2
CWHds2,CWHds2/03,Cw,3
CWHds2,CWHds2/03,Hw,3
CWHds2,CWHds2/04,Act,3
CWHds2,CWHds2/04,Dr,3
CWHds2,CWHds2/04,Ep,3
CWHds2,CWHds2/04,Mb,2
CWHds2,CWHds2/04,Fd,1
CWHds2,CWHds2/04,Pl,2
CWHds2,CWHds2/04,Cw,3
CWHds2,CWHds2/05,Act,2
CWHds2,CWHds2/05,Dr,2
CWHds2,CWHds2/05,Ep,3
CWHds2,CWHds2/05,Mb,2
CWHds2,CWHds2/05,Fd,1
CWHds2,CWHds2/05,Cw,3
CWHds2,CWHds2/05,Hw,3
CWHds2,CWHds2/05,Se,3
CWHds2,CWHds2/05,Ss,3
CWHds2,CWHds2/06,Act,3
CWHds2,CWHds2/06,Dr,2
CWHds2,CWHds2/06,Ep,3
CWHds2,CWHds2/06,Mb,3
CWHds2,CWHds2/06,Cw,1
CWHds2,CWHds2/06,Hw,1
CWHds2,CWHds2/06,Fd,2
CWHds2,CWHds2/07,Act,2
CWHds2,CWHds2/07,Dr,2
CWHds2,CWHds2/07,Ep,3
CWHds2,CWHds2/07,Mb,2
CWHds2,CWHds2/07,Cw,1
CWHds2,CWHds2/07,Fd,1
CWHds2,CWHds2/07,Ss,2
CWHds2,CWHds2/07,Hw,3
CWHds2,CWHds2/08,Act,2
CWHds2,CWHds2/08,Dr,2
CWHds2,CWHds2/08,Ep,3
CWHds2,CWHds2/08,Mb,2
CWHds2,CWHds2/08,Cw,1
CWHds2,CWHds2/08,Ss,3
CWHds2,CWHds2/09,Act,2
CWHds2,CWHds2/09,Dr,2
CWHds2,CWHds2/09,Ep,3
CWHds2,CWHds2/09,Mb,2
CWHds2,CWHds2/09,Cw,2
CWHds2,CWHds2/09,Ss,3
CWHds2,CWHds2/11,Pl,1
CWHds2,CWHds2/11,Cw,3
CWHds2,CWHds2/12,Act,3
CWHds2,CWHds2/12,Dr,3
CWHds2,CWHds2/12,Ep,3
CWHds2,CWHds2/12,Mb,3
CWHds2,CWHds2/12,Cw,1
CWHds2,CWHds2/12,Ss,3
CWHds2,CWHds2/01,Lw,3
CWHmm1,CWHmm1/10,Act,3
CWHmm1,CWHmm1/10,Dr,3
CWHmm1,CWHmm1/10,Mb,3
CWHmm1,CWHmm1/01,Act,3
CWHmm1,CWHmm1/01,Dr,2
CWHmm1,CWHmm1/01,Mb,3
CWHmm1,CWHmm1/01,Fd,1
CWHmm1,CWHmm1/01,Cw,2
CWHmm1,CWHmm1/01,Hw,2
CWHmm1,CWHmm1/02,Mb,3
CWHmm1,CWHmm1/02,Pl,1
CWHmm1,CWHmm1/02,Fd,2
CWHmm1,CWHmm1/02,Cw,3
